iter	RMSE
311	0.008054230106
312	0.008022425615
313	0.008004035087
314	0.007989556399
315	0.007973195899
316	0.00795285849
317	0.007927513841
318	0.007908608522
319	0.007894803775
320	0.007880215243
321	0.007859670077
322	0.007846655235
323	0.007829635032
324	0.007809981637
325	0.007795581797
326	0.007781626606
327	0.007769318283
328	0.007752359663
329	0.007737274409
330	0.007706372998
331	0.007690841698
332	0.007678400241
333	0.007656888674
334	0.007639593693
335	0.007623814873
336	0.007616190167
337	0.007603436706
338	0.007588283828
339	0.007574701766
340	0.00755813045
341	0.007539250751
342	0.007518185701
343	0.007507042649
344	0.007487718899
345	0.007479164002
346	0.007467540818
347	0.007454981069
348	0.007442800346
349	0.007426185246
350	0.007407158181
351	0.00739458045
352	0.007382261373
353	0.007374883199
354	0.007364906777
355	0.007352647844
356	0.007335182863
357	0.007317185863
358	0.007308367435
359	0.007293238601
360	0.007279753824
361	0.007269595919
362	0.007255479811
363	0.007233964273
364	0.007216198917
365	0.007205822111
366	0.00719145219
367	0.007179773326
368	0.007165626499
369	0.007152123425
370	0.007138557181
371	0.007127807005
372	0.007114994417
373	0.007096543291
374	0.007080333609
375	0.007071128497
376	0.007061098712
377	0.007039176099
378	0.007028650851
379	0.007020945142
380	0.007007388381
381	0.006988659655
382	0.006970177401
383	0.006961159743
384	0.006950072053
385	0.006938040344
386	0.006926364381
387	0.006912686236
388	0.006901668319
389	0.006886513527
390	0.006870359446
391	0.006858933603
392	0.006850145604
393	0.006835746202
394	0.006822939205
395	0.006814835272
396	0.006803478514
397	0.006794062197
398	0.006782168517
399	0.006770404558
400	0.006758610035
401	0.006744395361
402	0.006736647331
403	0.006723265375
404	0.006715677723
405	0.006699026662
406	0.00669133508
407	0.006678785888
408	0.006668862226
409	0.006658521208
410	0.006649974237
411	0.006636248417
412	0.006628152603
413	0.006616175363
414	0.006604773881
415	0.006597297363
416	0.00658425555
417	0.00657429019
418	0.006563769844
419	0.00655607138
420	0.006544877309
421	0.006538053015
422	0.006526982201
423	0.006512388604
424	0.00650476918
425	0.006495078641
426	0.00648567539
427	0.006475304049
428	0.006466723759
429	0.006459481405
430	0.006451036812
431	0.006442994812
432	0.006432111683
433	0.006419705884
434	0.006412394375
435	0.00639714216
436	0.006389726746
437	0.006378783963
438	0.006368570724
439	0.006357538929
440	0.006346202903
441	0.006336341618
442	0.006331046392
443	0.006322169346
444	0.006316741733
445	0.006309658915
446	0.006299640386
447	0.006283256984
448	0.006269832651
449	0.006262803249
450	0.006255510769
451	0.006246533555
452	0.006235754335
453	0.006227931066
454	0.006220811047
455	0.006212347464
456	0.006205489427
457	0.006197195898
458	0.006187190069
459	0.006178051075
460	0.006168695426
461	0.006158880644
462	0.006153804998
463	0.00614700624
464	0.006141532491
465	0.006134436157
466	0.006123001008
467	0.006113948469
468	0.00610824405
469	0.006101432193
470	0.006094557647
471	0.006086365554
472	0.006078460558
473	0.006070135736
474	0.00606018333
475	0.006049842587
476	0.006041781521
477	0.00603258299
478	0.006025513264
479	0.006017978898
480	0.006011722996
481	0.006005598975
482	0.005996663548
483	0.005987627906
484	0.005979327123
485	0.005973326163
486	0.005965493713
487	0.005957616564
488	0.005946921201
489	0.005941151995
490	0.005932168445
491	0.005924344688
492	0.005919466074
493	0.005915483887
494	0.005906872428
495	0.005900755127
496	0.005894902184
497	0.005891712707
498	0.00588501404
499	0.005878635317
500	0.005869983935
501	0.005860667779
502	0.005855516495
503	0.005845082269
504	0.005836425936
505	0.005829012574
506	0.005824692187
507	0.005818156249
508	0.005809039383
509	0.005800637563
510	0.005791013987
511	0.005784168661
512	0.005776620164
513	0.005769455061
514	0.0057625645
515	0.005757519898
516	0.005752545656
517	0.005747261836
518	0.005738179954
519	0.005729976622
520	0.005723355826
521	0.005716762666
522	0.005706744479
523	0.005698959795
524	0.005694076278
525	0.005691027129
526	0.00568681163
527	0.005677027442
528	0.005671423195
529	0.005668356696
530	0.005662328041
531	0.005656135811
532	0.005652545836
533	0.005644253574
534	0.005637685801
535	0.005630632763
536	0.005621427864
537	0.005613681023
538	0.005610394319
539	0.005600822814
540	0.005593456798
541	0.005583975526
542	0.005579177904
543	0.005573213279
544	0.005566280414
545	0.005555642577
546	0.005547889414
547	0.005540202568
548	0.005531360232
549	0.005527137979
550	0.005521056543
551	0.005512623756
552	0.005506456121
553	0.00550103985
554	0.005495138779
555	0.005490481825
556	0.00548503248
557	0.005479685932
558	0.005475443133
559	0.005467959983
560	0.005461672566
561	0.005454149861
562	0.005449341026
563	0.005442669117
564	0.005434708193
565	0.005428774778
566	0.005423997443
567	0.005418821565
568	0.005410833112
569	0.005408327015
570	0.005404804648
571	0.005396816796
572	0.005392080224
573	0.005387416449
574	0.005383523747
575	0.005375467698
576	0.005371166695
577	0.005366240804
578	0.00535774314
579	0.005355142427
580	0.005351101481
581	0.005345151894
582	0.005340988812
583	0.005333898347
584	0.005329463142
585	0.005323031295
586	0.005318078717
587	0.005310994279
588	0.005307288352
589	0.005301150508
590	0.005295696945
591	0.005290079033
592	0.005285228416
593	0.005278156454
594	0.005272631749
595	0.005268554606
596	0.005263806051
597	0.005256917791
598	0.005249338043
599	0.005244142452
600	0.005237335958
601	0.005232625044
602	0.005226811436
603	0.005220590793
604	0.005217968561
605	0.005214080774
606	0.005206782598
607	0.005205060373
608	0.005200394773
609	0.005196817514
610	0.005191469667
611	0.005185561951
612	0.005181991176
613	0.005177026242
614	0.005172169476
615	0.005167071279
616	0.005162689299
617	0.005159489696
618	0.005154260589
619	0.005151176975
620	0.005146195251
621	0.005141344367
622	0.00513650988
623	0.005129148
624	0.005125264608
625	0.005119175857
626	0.005112280606
627	0.005107423735
628	0.00510250108
629	0.005097524975
630	0.005092658522
631	0.005090511288
632	0.00508708908
633	0.005082827822
634	0.005080225697
635	0.005076517357
636	0.005072393702
637	0.00506828851
638	0.005063421777
639	0.005057300383
640	0.005051488844
641	0.005047688284
642	0.005040719984
643	0.005034719686
644	0.005032465921
645	0.005029539196
646	0.005024308241
647	0.00502076865
648	0.005014853944
649	0.00501174465
650	0.005008953723
651	0.005005718196
652	0.005000150551
653	0.004995577011
654	0.004991825655
655	0.004985531221
656	0.004980652733
657	0.004974723477
658	0.004968490706
659	0.004961696804
660	0.004956493848
661	0.004951305917
662	0.004946162546
663	0.004939659092
664	0.00493651314
665	0.00493145732
666	0.004928387945
667	0.004923557176
668	0.004920495259
669	0.004916450443
670	0.004911875971
671	0.004908470009
672	0.004902332914
673	0.004898320822
674	0.004895247058
675	0.004891027072
676	0.004886861592
677	0.00488506335
678	0.004880126888
679	0.004875726795
680	0.004872650034
681	0.004870515304
682	0.004866310979
683	0.004862878242
684	0.004858124042
685	0.004852203225
686	0.004849233876
687	0.004844644485
688	0.004841373459
689	0.004836942352
690	0.004834733561
691	0.004829755755
692	0.004825269922
693	0.004820275398
694	0.004816770813
695	0.004812615834
696	0.004809156075
697	0.004803877401
698	0.004801103813
699	0.004796657754
700	0.004790691453
701	0.004787218352
702	0.004783924857
703	0.004779279235
704	0.004775523574
705	0.004771660795
706	0.004767424875
707	0.004762038871
708	0.004756539904
709	0.004753403118
710	0.004749212113
711	0.004747511495
712	0.004743943177
713	0.004741067545
714	0.004736484389
715	0.004732148107
716	0.004726381074
717	0.004722985205
718	0.004719644626
719	0.004716546623
720	0.004711652892
721	0.004706317051
722	0.004703467246
723	0.004700556881
724	0.004696204213
725	0.004692818353
726	0.004689046272
727	0.004684243536
728	0.004678808029
729	0.004674629936
730	0.004670125379
731	0.004666289794
732	0.004661991888
733	0.004659001768
734	0.004655147914
735	0.004650482671
736	0.004645599122
737	0.00464277124
738	0.004638309315
739	0.004635424286
740	0.004633447294
741	0.004630249453
742	0.004625475298
743	0.00462141505
744	0.004616218956
745	0.004611174382
746	0.00460826987
747	0.004603625799
748	0.004600134425
749	0.004597296872
750	0.004595593607
751	0.004590363154
752	0.0045881571
753	0.004585340142
754	0.00458152478
755	0.004577885384
756	0.004574807458
757	0.004569907978
758	0.004567192266
759	0.004563077263
760	0.004559810904
761	0.004558049951
762	0.004554741858
763	0.004551188927
764	0.004546902647
765	0.004544447636
766	0.004541247691
767	0.004537536478
768	0.004533694979
769	0.004531053634
770	0.004528413021
771	0.004524955677
772	0.004521628134
773	0.004518678444
774	0.004516940131
775	0.004514183421
776	0.004511487502
777	0.004509510473
778	0.00450675601
779	0.004503056188
780	0.004499607008
781	0.004496054455
782	0.004493362946
783	0.004489942828
784	0.004487081273
785	0.004482745508
786	0.004478791618
787	0.004476392393
788	0.004474854517
789	0.004472537264
790	0.004470198366
791	0.004467574226
792	0.004465903835
793	0.004461820045
794	0.004459493442
795	0.00445675116
796	0.004455249555
797	0.004452624102
798	0.004450189077
799	0.004448164493
800	0.004444299476
801	0.004440980995
802	0.004437882447
803	0.004434975043
804	0.004431907453
805	0.004428563619
806	0.004425062615
807	0.004421850473
808	0.004418984912
809	0.004416579126
810	0.004411626901
811	0.0044068183
812	0.004404180879
813	0.004402023513
814	0.004399057852
815	0.004395796419
816	0.004392674925
817	0.004388117063
818	0.004385190054
819	0.004382607323
820	0.004378883162
821	0.004377296134
822	0.004374855066
823	0.004371122301
824	0.004366634117
825	0.004364239638
826	0.004360728326
827	0.004357635338
828	0.004356388004
829	0.004353339002
830	0.004350195771
831	0.004348323041
832	0.004344871957
833	0.004342872034
834	0.004339669054
835	0.00433623784
836	0.004333187209
837	0.004330135476
838	0.004326885199
839	0.004324200969
840	0.004321894558
841	0.004319917372
842	0.00431794396
843	0.004315961279
844	0.004313100427
845	0.004310753497
846	0.004308041442
847	0.004305863934
848	0.004303488228
849	0.004300108885
850	0.004296089151
851	0.004293905782
852	0.004291651354
853	0.004288109688
854	0.004284877325
855	0.004281550369
856	0.00427811433
857	0.004276575431
858	0.004274438555
859	0.004270950994
860	0.004267696212
861	0.004265187826
862	0.004259816203
863	0.004256642563
864	0.004254110723
865	0.004251000888
866	0.004247441769
867	0.004245957433
868	0.004243785431
869	0.004241063498
870	0.00423866879
871	0.004236674501
872	0.004233877797
873	0.004232239244
874	0.00422941369
875	0.004227295866
876	0.004222753459
877	0.004220298051
878	0.004218087257
879	0.004215171589
880	0.00421205665
881	0.004210263431
882	0.004208407532
883	0.004206026596
884	0.00420439177
885	0.004202176368
886	0.004199299091
887	0.004197575913
888	0.004195054271
889	0.004192009118
890	0.004189297264
891	0.00418709993
892	0.004184414269
893	0.004182613188
894	0.004179341032
895	0.004176353525
896	0.004173687875
897	0.004171953329
898	0.004169606531
899	0.004167075611
900	0.00416491483
901	0.004162705706
902	0.004161524122
903	0.004159375624
904	0.004157468938
905	0.004155340355
906	0.004152366168
907	0.004149116886
908	0.004145772133
909	0.004143556114
910	0.004141583161
911	0.004139589833
912	0.004137593588
913	0.004135396985
914	0.004133709082
915	0.004131210246
916	0.004130139823
917	0.004128552335
918	0.004126412199
919	0.004124092284
920	0.00412158341
921	0.004118876232
922	0.004115792454
923	0.004114710355
924	0.004112684352
925	0.00411082641
926	0.004109407476
927	0.004108149197
928	0.004106355472
929	0.0041043515
930	0.004102200217
931	0.00410044381
932	0.004097573691
933	0.004094814911
934	0.004093320252
935	0.004092176319
936	0.004090920637
937	0.004088744834
938	0.004087098274
939	0.004085790512
940	0.004083373942
941	0.004080679647
942	0.004078190852
943	0.00407485952
944	0.004073084538
945	0.004070014308
946	0.004067193852
947	0.004065560316
948	0.004061854956
949	0.004060350456
950	0.004057431714
951	0.004055968724
952	0.00405461673
953	0.004053091725
954	0.004051341696
955	0.004049679984
956	0.004046909159
957	0.004045085098
958	0.004043052168
959	0.004041691186
960	0.004039176309
961	0.00403796223
962	0.004035368431
963	0.00403264809
964	0.004028936315
965	0.004025989793
966	0.0040246995
967	0.004022134719
968	0.004019976253
969	0.004018191669
970	0.004014827701
971	0.004013241561
972	0.004011827573
973	0.004009164091
974	0.004007817448
975	0.004006203059
976	0.004004584864
977	0.004002730005
978	0.004001043789
979	0.003998733093
980	0.003994513615
981	0.00399119768
982	0.003988740246
983	0.003987254831
984	0.003984610771
985	0.003983179014
986	0.003980894578
987	0.003977786383
988	0.003976192783
989	0.003974888901
990	0.003971555793
991	0.003968789365
992	0.003967415061
993	0.003965132178
994	0.003962667718
995	0.00396148235
996	0.00396017656
997	0.003958258331
998	0.003957062334
999	0.003955630814
